1/21/2020,1
1/22/2020,1
1/23/2020,1
1/24/2020,2
1/25/2020,3
1/26/2020,890
1/27/2020,772
1/28/2020,5
1/29/2020,5
1/30/2020,461
1/31/2020,7
2/1/2020,8
2/2/2020,11
2/3/2020,11
2/4/2020,11
2/5/2020,12
2/6/2020,12
2/7/2020,12
2/8/2020,1052
2/9/2020,12
2/10/2020,1209
2/11/2020,13
2/12/2020,14
2/13/2020,15
2/14/2020,134
2/15/2020,15
2/16/2020,15
2/17/2020,25
2/18/2020,25
2/19/2020,25
2/20/2020,27
2/21/2020,3101
2/22/2020,30
2/23/2020,351
2/24/2020,43
2/25/2020,45
2/26/2020,60
2/27/2020,60
2/28/2020,65
2/29/2020,70
3/1/2020,2283
3/2/2020,104
3/3/2020,2123
3/4/2020,161
3/5/2020,228
3/6/2020,311
3/7/2020,428
3/8/2020,547
3/9/2020,748
3/10/2020,1018
3/11/2020,1263
3/12/2020,1668
3/13/2020,2224
3/14/2020,2898
3/15/2020,3600
3/16/2020,4507
3/17/2020,5906
3/18/2020,8350
3/19/2020,12393
3/20/2020,18012
3/21/2020,24528
3/22/2020,33073
3/23/2020,43505
3/24/2020,53938
3/25/2020,69297
3/26/2020,85570
3/27/2020,102900
3/28/2020,123966
3/29/2020,142486
3/30/2020,164364
3/31/2020,188461
4/1/2020,215391
4/2/2020,245108
4/3/2020,277426
4/4/2020,313335
4/5/2020,338141
4/6/2020,369057
4/7/2020,399394
4/8/2020,433409
4/9/2020,467268
4/10/2020,499386
4/11/2020,531106
4/12/2020,558249
4/13/2020,584018
4/14/2020,610709
4/15/2020,640742
4/16/2020,673012
4/17/2020,704454
4/18/2020,733111
4/19/2020,757596
4/20/2020,785403
4/21/2020,811036
4/22/2020,839965
4/23/2020,873112
4/24/2020,909853
4/25/2020,944261
4/26/2020,970996
4/27/2020,996191
4/28/2020,1018846
4/29/2020,1045401
4/30/2020,1075758
5/1/2020,1109728
5/2/2020,1139202
5/3/2020,1165342
5/4/2020,1189499
5/5/2020,1211011
5/6/2020,1235519
5/7/2020,1263995
5/8/2020,1291643
5/9/2020,1316511
5/10/2020,1337920
5/11/2020,1354449
5/12/2020,1379006
5/13/2020,1397894
5/14/2020,1424856
5/15/2020,1451093
5/16/2020,1474752
5/17/2020,1493766
5/18/2020,1515593
5/19/2020,1536570
5/20/2020,1559640
5/21/2020,1585373
5/22/2020,1609172
5/23/2020,1631440
5/24/2020,1651471
5/25/2020,1670571
5/26/2020,1690146
5/27/2020,1708815
5/28/2020,1731365
5/29/2020,1755271
5/30/2020,1778668
5/31/2020,1799302
6/1/2020,1821655
6/2/2020,1841990
6/3/2020,1861977
6/4/2020,1884889
6/5/2020,1914300
6/6/2020,1934818
6/7/2020,1953434
6/8/2020,1971641
6/9/2020,1990446
6/10/2020,2013298
6/11/2020,2036500
6/12/2020,2061993
6/13/2020,2087327
6/14/2020,2106457
6/15/2020,2126574
6/16/2020,2151459
6/17/2020,2177114
6/18/2020,2205173
6/19/2020,2238204
6/20/2020,2268034
6/21/2020,2294413
6/22/2020,2324879
6/23/2020,2360826
6/24/2020,2396928
6/25/2020,2438101
6/26/2020,2483629
6/27/2020,2525928
6/28/2020,2565436
6/29/2020,2604932
6/30/2020,2653321
7/1/2020,2703296
7/2/2020,2758855
7/3/2020,2816009
7/4/2020,2866015
7/5/2020,2910782
7/6/2020,2958098
7/7/2020,3012182
7/8/2020,3071637
7/9/2020,3131526
7/10/2020,3199753
7/11/2020,3261670
7/12/2020,3318279
7/13/2020,3380434
7/14/2020,3445448
7/15/2020,3513790
7/16/2020,3589477
7/17/2020,3660400
7/18/2020,3722851
7/19/2020,3785126
7/20/2020,3847345
7/21/2020,3910291
7/22/2020,3980030
7/23/2020,4050813
7/24/2020,4123561
7/25/2020,4190337
7/26/2020,4244554
7/27/2020,4304255
7/28/2020,4366851
7/29/2020,4433633
7/30/2020,4504259
7/31/2020,4571669
8/1/2020,4628497
8/2/2020,4681289
8/3/2020,4726775
8/4/2020,4780324
8/5/2020,4834047
8/6/2020,4891561
8/7/2020,4952718
8/8/2020,5007958
8/9/2020,5056438
8/10/2020,5103611
8/11/2020,5156968
8/12/2020,5213336
8/13/2020,5265307
8/14/2020,5324784
8/15/2020,5375527
8/16/2020,5417664
8/17/2020,5455187
8/18/2020,5498420
8/19/2020,5543083
8/20/2020,5589670
8/21/2020,5637383
8/22/2020,5681517
8/23/2020,5714552
8/24/2020,5754254
8/25/2020,5793385
8/26/2020,5839169
8/27/2020,5885820
8/28/2020,5930932
8/29/2020,5975541
8/30/2020,6008970
8/31/2020,6045457
9/1/2020,6089506
9/2/2020,6121950
9/3/2020,6168347
9/4/2020,6220448
9/5/2020,6262701
9/6/2020,6292699
9/7/2020,6317865
9/8/2020,6346807
9/9/2020,6380139
9/10/2020,6418200
9/11/2020,6465767
9/12/2020,6504871
9/13/2020,6538793
9/14/2020,6575101
9/15/2020,6614318
9/16/2020,6653586
9/17/2020,6698896
9/18/2020,6749269
9/19/2020,6789594
9/20/2020,6825950
9/21/2020,6882974
9/22/2020,6918293
9/23/2020,6959842
9/24/2020,7005046
9/25/2020,7060356
9/26/2020,7102672
9/27/2020,7139620
9/28/2020,7177603
9/29/2020,7220677
9/30/2020,7264434
10/1/2020,7309153
10/2/2020,7362733
10/3/2020,7410512
10/4/2020,7445575
10/5/2020,7509986
10/6/2020,7550850
10/7/2020,7604399
10/8/2020,7662444
10/9/2020,7719211
10/10/2020,7771401
10/11/2020,7815642
10/12/2020,7863658
10/13/2020,7918051
10/14/2020,7977904
10/15/2020,8044651
10/16/2020,8113721
10/17/2020,8166482
10/18/2020,8214364
10/19/2020,8279804
10/20/2020,8340398
10/21/2020,8404635
10/22/2020,8479765
10/23/2020,8565062
10/24/2020,8643641
10/25/2020,8703356
10/26/2020,8777994
10/27/2020,8852381
10/28/2020,8934263
10/29/2020,9024932
10/30/2020,9131636
10/31/2020,9209007
11/1/2020,9283202
11/2/2020,9378407
11/3/2020,9470330
11/4/2020,9579592
11/5/2020,9699711
11/6/2020,9831874
11/7/2020,9957805
11/8/2020,10061128
11/9/2020,10191572
11/10/2020,10331256
11/11/2020,10474295
11/12/2020,10637946
11/13/2020,10819442
11/14/2020,10978475
11/15/2020,11113661
11/16/2020,11280224
11/17/2020,11441855
11/18/2020,11614135
11/19/2020,11801643
11/20/2020,12000502
11/21/2020,12172435
11/22/2020,12313229
11/23/2020,12492852
11/24/2020,12673359
11/25/2020,12851300
11/26/2020,12954294
11/27/2020,13162328
11/28/2020,13313057
11/29/2020,13447663
11/30/2020,13615321
12/1/2020,13799549
12/2/2020,14000721
12/3/2020,14218459
12/4/2020,14449827
12/5/2020,14655535
12/6/2020,14827456
12/7/2020,15031979
12/8/2020,15251693
12/9/2020,15471409
12/10/2020,15697131
12/11/2020,15977147
12/12/2020,16184679
12/13/2020,16368898
12/14/2020,16569783
12/15/2020,16772936
12/16/2020,17017763
12/17/2020,17255472
12/18/2020,17506662
12/19/2020,17700567
12/20/2020,17882477
12/21/2020,18081996
12/22/2020,18283633
12/23/2020,18511396
12/24/2020,18704907
12/25/2020,18805838
12/26/2020,19022699
12/27/2020,19174788
12/28/2020,19363798
12/29/2020,19565755
12/30/2020,19793777
12/31/2020,20024801
